"epgu_id";"ku_id";"reg_id";"create_date";"update_date"
"98127995";"45000042631";"116913";"2015-08-27 08:00:11.781+03";"2015-08-28 10:59:30.624+03"
"98954453";"45000043688";"118449";"2015-09-04 12:16:15.04+03";"2015-09-07 10:54:04.494+03"
"98864092";"45000045773";"119038";"2015-09-24 14:22:28.632+03";"2015-09-24 14:22:29.822+03"
"101891545";"45000046835";"119105";"2015-10-04 18:34:24.908+03";"2015-10-12 12:55:48.603+03"
"102129456";"45000047233";"119125";"2015-10-07 19:56:32.11+03";"2015-10-13 11:22:40.805+03"
"102846851";"45000047968";"119148";"2015-10-14 18:16:00.965+03";"2015-10-19 11:11:28.353+03"
"103263690";"45000048417";"119160";"2015-10-19 09:28:47.25+03";"2015-10-19 11:32:01.481+03"
"103465267";"45000048647";"119164";"2015-10-20 18:32:51.529+03";"2015-10-21 13:48:48.889+03"
"103499283";"45000048748";"119165";"2015-10-21 13:14:27.891+03";"2015-10-21 13:44:56.774+03"
"100362393";"45000049600";"119189";"2015-10-28 07:56:13.102+03";"2015-10-30 14:19:57.436+03"
"104350912";"45000049728";"119191";"2015-10-28 21:53:50.356+03";"2015-10-30 14:17:22.961+03"
"104863351";"45000050369";"120246";"2015-11-03 13:32:43.522+03";"2015-11-06 12:29:14.679+03"
"105033277";"45000050780";"120251";"2015-11-06 17:53:25.979+03";"2015-11-10 10:01:33.901+03"
"105052959";"45000051258";"120261";"2015-11-10 14:25:41.13+03";"2015-11-11 07:24:59.665+03"
"108260408";"45000061518";"";"2015-12-23 10:02:42.601+03";"2015-12-23 10:02:42.601+03"
"110942289";"45000061735";"";"2015-12-23 22:55:46.57+03";"2015-12-23 22:55:46.57+03"
"110970596";"45000061769";"";"2015-12-24 09:14:08.539+03";"2015-12-24 09:14:08.539+03"
"115319881";"45000070544";"36448";"2016-02-01 22:10:06.814+03";"2018-08-03 15:06:41.368+03"
"116208790";"45000072781";"37088";"2016-02-08 18:27:07.051+03";"2018-08-01 12:07:55.732+03"
"116273643";"45000072896";"37098";"2016-02-09 08:00:44.217+03";"2018-08-10 08:15:23.304+03"
"116565389";"45000073562";"37090";"2016-02-10 21:17:29.724+03";"2016-02-26 11:17:34.319+03"
"116249991";"45000073600";"37091";"2016-02-11 06:03:14.135+03";"2018-09-10 12:32:22.224+03"
"116633799";"45000073683";"37092";"2016-02-11 11:48:17.439+03";"2018-05-14 09:44:57.588+03"
"117891610";"45000076225";"37106";"2016-02-20 14:24:45.08+03";"2018-05-11 05:34:53.852+03"
"118452121";"45000077251";"37362";"2016-02-25 20:57:12.321+03";"2018-05-11 06:08:42.807+03"
"118884933";"45000078057";"37363";"2016-03-01 11:02:46.045+03";"2016-03-21 07:16:31.31+03"
"118892638";"45000078071";"37364";"2016-03-01 11:37:29.04+03";"2018-08-15 12:22:44.462+03"
"120606545";"45000083106";"38005";"2016-03-21 10:54:10.536+03";"2018-08-02 09:53:49.992+03"
"120662994";"45000083587";"38085";"2016-03-22 17:16:13.116+03";"2018-08-09 07:52:50.904+03"
"121047046";"45000084303";"38200";"2016-03-24 19:44:51.472+03";"2018-05-11 05:36:25.036+03"
"121971704";"45000086802";"38465";"2016-04-03 10:45:59.315+03";"2018-08-01 09:25:31.541+03"
"122224795";"45000087519";"38549";"2016-04-05 19:13:19.493+03";"2018-08-14 12:57:19.865+03"
"122085877";"45000088707";"38675";"2016-04-08 22:58:52.415+03";"2016-04-11 07:10:51.084+03"
"121338507";"45000089845";"38789";"2016-04-13 10:11:02.716+03";"2018-08-02 09:24:08.137+03"
"123537998";"45000092158";"38996";"2016-04-20 15:47:30.068+03";"2018-08-15 13:16:53.436+03"
"124832896";"45000096200";"39509";"2016-05-10 11:32:57.853+03";"2016-05-12 08:39:55.116+03"
"125621818";"45000097925";"39694";"2016-05-16 18:06:38.402+03";"2019-12-27 12:11:48.186+03"
"125748994";"45000098259";"39737";"2016-05-17 19:19:40.733+03";"2016-06-01 12:16:11.504+03"
"125932994";"45000098767";"39820";"2016-05-19 12:06:45.708+03";"2018-08-28 14:26:06.88+03"
"125953282";"45000098817";"39850";"2016-05-19 13:44:56.557+03";"2016-05-19 14:05:59.837+03"
"125472451";"45000102862";"40207";"2016-05-27 20:20:49.399+03";"2018-05-08 10:20:00.361+03"
"127676900";"45000105803";"";"2016-06-07 10:24:53.77+03";"2016-06-07 10:24:53.77+03"
"128005123";"45000106837";"40734";"2016-06-09 20:11:41.558+03";"2018-08-03 07:10:50.949+03"
"129014075";"45000110007";"41021";"2016-06-21 18:07:54.813+03";"2016-06-21 18:28:01.001+03"
"129144747";"45000110419";"41022";"2016-06-22 18:09:02.128+03";"2016-06-22 18:09:04.158+03"
"129146547";"45000110426";"41023";"2016-06-22 18:31:32.002+03";"2016-06-22 18:31:34.686+03"
"129397667";"45000111165";"41026";"2016-06-25 07:39:23.112+03";"2016-06-25 07:39:44.555+03"
"129197214";"45000111408";"41027";"2016-06-26 19:47:05.116+03";"2016-06-26 19:47:21.067+03"
"129650471";"45000111916";"41028";"2016-06-28 13:53:18.23+03";"2016-06-28 13:53:22.776+03"
"129190001";"45000112185";"41029";"2016-06-29 09:04:27.695+03";"2016-06-29 09:04:29.69+03"
"129884273";"45000113661";"";"2016-07-04 07:54:42.135+03";"2016-07-04 10:55:43.924+03"
"131328031";"45000118347";"41870";"2016-07-18 07:49:46.875+03";"2016-09-06 06:25:32.636+03"
"131918770";"45000119800";"41950";"2016-07-20 16:16:14.456+03";"2018-08-07 07:08:43.042+03"
"132229908";"45000121424";"42026";"2016-07-24 12:41:56.138+03";"2019-09-12 13:03:23.028+03"
"132294236";"45000121821";"42052";"2016-07-25 12:51:00.373+03";"2018-07-18 14:47:52.513+03"
"132335436";"45000122041";"42066";"2016-07-25 17:50:07.61+03";"2016-08-03 12:53:16.418+03"
"132415987";"45000122286";"42078";"2016-07-26 09:03:02.563+03";"2016-08-03 12:59:15.493+03"
"133831133";"45000128010";"42556";"2016-08-05 12:51:14.834+03";"2017-10-04 06:15:00.044+03"
"134558269";"45000130245";"42705";"2016-08-09 22:18:36.327+03";"2016-08-11 14:15:09.821+03"
"134614078";"45000130528";"42740";"2016-08-10 12:25:46.094+03";"2018-08-09 07:40:35.226+03"
"132570668";"45000131427";"42819";"2016-08-11 14:52:40.934+03";"2018-05-11 05:41:51.044+03"
"134856616";"45000131842";"42856";"2016-08-12 10:21:36.718+03";"2016-12-10 12:51:42.681+03"
"135242042";"45000134015";"43057";"2016-08-16 15:29:50.865+03";"2018-05-16 07:16:02.737+03"
"135484580";"45000135211";"43061";"2016-08-18 10:13:01.074+03";"2018-08-02 13:43:01.017+03"
"135493213";"45000135265";"43062";"2016-08-18 11:03:15.456+03";"2019-05-15 12:48:34.839+03"
"134677071";"45000135604";"43102";"2016-08-18 17:21:21.384+03";"2018-07-18 14:57:38.665+03"
"135835428";"45000136525";"43156";"2016-08-20 10:09:58.684+03";"2016-08-22 09:44:52.295+03"
"135888331";"45000136701";"43157";"2016-08-20 17:29:06.397+03";"2016-08-22 09:44:48.254+03"
"134446035";"45000137744";"43235";"2016-08-22 17:18:04.13+03";"2018-05-08 10:57:21.809+03"
"134409661";"45000137756";"43236";"2016-08-22 17:37:50.766+03";"2018-07-18 14:57:48.043+03"
"136324174";"45000139516";"43301";"2016-08-24 19:45:21.937+03";"2016-08-25 07:42:42.268+03"
"137121640";"45000140602";"43383";"2016-08-26 11:27:55.415+03";"2018-07-18 14:58:46.063+03"
"137162687";"45000140736";"43419";"2016-08-26 14:04:54.209+03";"2016-08-26 14:11:46.511+03"
"137269588";"45000141494";"43421";"2016-08-28 06:16:36.137+03";"2018-07-19 08:04:39.253+03"
"137896498";"45000143674";"";"2016-08-30 18:56:12.332+03";"2016-08-30 21:57:21.627+03"
"137902160";"45000143731";"";"2016-08-30 19:21:09.412+03";"2016-08-30 22:22:15.112+03"
"138513503";"45000147660";"43795";"2016-09-04 17:25:45.1+03";"2018-07-18 15:00:07.877+03"
"138897597";"45000150831";"44058";"2016-09-08 13:52:54.96+03";"2018-07-18 14:56:48.679+03"
"139175912";"45000151253";"44069";"2016-09-08 21:38:56.997+03";"2019-07-22 07:27:16.722+03"
"139607682";"45000153520";"44220";"2016-09-13 07:08:59.295+03";"2018-06-08 13:38:04.822+03"
"137564638";"45000153539";"44224";"2016-09-13 08:02:52.678+03";"2018-07-19 08:01:12.546+03"
"139636192";"45000153635";"44239";"2016-09-13 10:01:58.94+03";"2018-07-18 15:00:17.318+03"
"139875549";"45000155157";"44315";"2016-09-14 15:37:37.993+03";"2016-10-21 15:18:59.401+03"
"139961091";"45000155671";"44316";"2016-09-15 08:44:36.745+03";"2016-10-21 15:19:00.651+03"
"140018172";"45000156037";"44317";"2016-09-15 13:51:08.156+03";"2016-10-21 15:19:16.239+03"
"140070307";"45000156314";"44318";"2016-09-15 18:03:21.949+03";"2016-10-21 15:19:17.611+03"
"140117282";"45000156595";"44319";"2016-09-16 08:08:39.662+03";"2016-10-21 15:19:18.786+03"
"140136043";"45000156688";"44320";"2016-09-16 10:17:49.134+03";"2016-10-21 15:19:19.939+03"
"140173033";"45000157023";"44321";"2016-09-16 15:06:39.862+03";"2016-10-21 15:19:37.162+03"
"140222140";"45000157267";"44322";"2016-09-16 19:42:12.881+03";"2016-10-21 15:19:38.575+03"
"140475153";"45000158479";"44323";"2016-09-19 17:48:59.075+03";"2016-10-21 15:19:52.546+03"
"140713839";"45000159499";"44324";"2016-09-21 09:21:41.079+03";"2016-10-21 15:19:53.637+03"
"140939661";"45000160539";"44325";"2016-09-22 14:29:07.559+03";"2016-10-21 15:19:54.619+03"
"141035128";"45000161545";"44326";"2016-09-23 09:10:50.817+03";"2016-10-21 15:19:59.626+03"
"141102573";"45000162208";"44327";"2016-09-23 15:39:58.833+03";"2016-10-21 15:20:10.126+03"
"141133481";"45000162418";"44328";"2016-09-23 20:37:49.34+03";"2016-10-21 15:20:14.538+03"
"141168755";"45000162558";"44329";"2016-09-24 09:44:49.517+03";"2016-10-21 15:20:15.638+03"
"141364905";"45000164000";"44330";"2016-09-26 15:43:06.085+03";"2016-10-21 15:20:16.823+03"
"141415090";"45000164217";"44331";"2016-09-26 19:47:19.146+03";"2016-10-21 15:20:23.343+03"
"141489549";"45000164778";"44332";"2016-09-27 10:29:59.006+03";"2016-10-21 15:20:24.576+03"
"136848848";"45000164858";"44333";"2016-09-27 11:13:46.528+03";"2016-10-21 15:20:36.464+03"
"141526178";"45000165029";"44334";"2016-09-27 13:25:53.469+03";"2016-10-21 15:20:44.435+03"
"140642896";"45000165320";"44335";"2016-09-27 17:42:20.269+03";"2016-10-21 15:20:50.129+03"
"140621681";"45000166017";"44336";"2016-09-28 14:54:37.106+03";"2016-10-21 15:20:59.093+03"
"141810354";"45000167042";"44337";"2016-09-29 13:13:04.312+03";"2016-10-21 15:21:08.575+03"
"141881100";"45000167074";"44338";"2016-09-29 13:35:48.66+03";"2016-10-21 15:21:10.019+03"
"141937108";"45000168548";"44339";"2016-09-30 15:44:00.516+03";"2016-10-21 15:21:28.627+03"
"142270014";"45000169807";"44340";"2016-10-03 08:39:04.298+03";"2016-10-21 15:21:36.84+03"
"142336049";"45000170225";"44341";"2016-10-03 14:36:17.924+03";"2016-10-21 15:21:38.058+03"
"142557375";"45000171035";"44342";"2016-10-04 18:53:33.944+03";"2016-10-21 15:21:42.451+03"
"142483286";"45000171695";"44343";"2016-10-05 11:31:12.482+03";"2016-10-21 15:21:50.694+03"
"141814006";"45000172284";"44344";"2016-10-05 19:29:36.929+03";"2016-10-21 15:21:54.37+03"
"142831314";"45000172803";"44345";"2016-10-06 10:52:51.744+03";"2016-10-21 15:21:55.86+03"
"142865408";"45000173045";"44346";"2016-10-06 13:27:57.52+03";"2016-10-21 15:21:57.237+03"
"142772130";"45000173475";"44347";"2016-10-06 19:23:04.244+03";"2016-10-21 15:22:03.739+03"
"143067130";"45000174399";"44348";"2016-10-07 16:30:47.298+03";"2016-10-21 15:22:04.859+03"
"143198912";"45000175176";"44349";"2016-10-09 09:12:55.615+03";"2016-10-21 15:22:05.773+03"
"143228475";"45000175361";"44350";"2016-10-09 16:53:50.8+03";"2016-10-21 15:22:10.309+03"
"143303819";"45000175896";"44351";"2016-10-10 11:19:02.539+03";"2016-10-21 15:22:15.208+03"
"143306505";"45000175939";"44352";"2016-10-10 11:55:34.029+03";"2016-10-21 15:22:20.143+03"
"143385265";"45000176404";"44353";"2016-10-10 18:25:28.448+03";"2016-10-21 15:22:27.468+03"
"139465330";"45000176527";"44354";"2016-10-10 21:45:29.127+03";"2016-10-21 15:22:32.856+03"
"143558859";"45000177444";"44355";"2016-10-11 16:59:10.443+03";"2016-10-21 15:22:35.907+03"
"143650403";"45000177961";"44356";"2016-10-12 09:49:25.96+03";"2016-10-21 15:22:37.12+03"
"143765207";"45000178659";"44357";"2016-10-12 18:47:39.736+03";"2016-10-21 15:22:38.238+03"
"143774939";"45000178744";"44358";"2016-10-12 20:01:49.943+03";"2016-10-21 15:22:39.303+03"
"138736765";"45000179041";"44359";"2016-10-13 08:55:58.68+03";"2016-10-21 15:22:47.315+03"
"143842405";"45000179238";"44361";"2016-10-13 11:34:42.633+03";"2016-10-21 15:22:55.303+03"
"143867359";"45000179281";"44362";"2016-10-13 12:07:03.077+03";"2016-10-21 15:22:56.578+03"
"144047210";"45000180359";"44363";"2016-10-14 13:32:55.826+03";"2016-10-21 15:23:01.62+03"
"143343716";"45000180814";"44364";"2016-10-15 08:12:37.822+03";"2017-01-18 09:04:33.989+03"
"144127278";"45000180860";"44365";"2016-10-15 09:54:44.842+03";"2016-10-21 15:23:12.164+03"
"143287074";"45000180928";"44366";"2016-10-15 12:05:09.765+03";"2016-10-21 15:23:21.979+03"
"144348372";"45000182120";"44367";"2016-10-17 14:27:02.781+03";"2016-10-21 15:23:42.516+03"
"144501664";"45000182988";"44368";"2016-10-18 11:01:24.223+03";"2016-10-21 15:23:44.909+03"
"144534773";"45000183314";"44370";"2016-10-18 14:28:21.043+03";"2016-10-21 15:23:47.628+03"
"144605829";"45000183613";"44371";"2016-10-18 18:12:11.228+03";"2016-10-21 15:23:50.288+03"
"144693315";"45000184302";"44372";"2016-10-19 11:42:35.423+03";"2016-10-21 15:24:02.234+03"
"144087402";"45000184529";"44373";"2016-10-19 14:52:52.905+03";"2016-10-21 15:24:09.491+03"
"144753231";"45000184564";"44374";"2016-10-19 15:25:34.896+03";"2016-10-21 15:24:18.868+03"
"144811691";"45000184950";"44375";"2016-10-19 21:28:35.852+03";"2016-10-21 15:24:27.261+03"
"143395522";"45000187674";"45421";"2016-10-23 15:49:48.835+03";"2016-12-21 01:53:04.15+03"
"145390615";"45000188173";"45422";"2016-10-24 11:22:22.124+03";"2016-12-21 01:53:06.481+03"
"145418237";"45000188389";"45423";"2016-10-24 13:58:36.86+03";"2016-12-21 01:53:15.301+03"
"145457717";"45000188632";"45424";"2016-10-24 16:46:58.001+03";"2019-04-15 10:22:07.378+03"
"145603818";"45000189423";"45425";"2016-10-25 13:11:28.483+03";"2016-12-21 01:53:27.591+03"
"135445202";"45000190553";"45426";"2016-10-26 12:31:05.091+03";"2017-02-22 00:36:41.121+03"
"145785102";"45000190947";"45427";"2016-10-26 17:06:47.907+03";"2016-12-21 01:53:43.59+03"
"145867955";"45000191002";"45428";"2016-10-26 17:54:32.374+03";"2016-12-21 01:53:44.694+03"
"139836629";"45000191532";"45429";"2016-10-27 10:36:37.517+03";"2018-09-07 07:23:22.59+03"
"146695298";"45000195503";"45431";"2016-11-01 14:00:30.204+03";"2016-12-21 01:54:45.991+03"
"146729331";"45000195695";"45432";"2016-11-01 16:15:31.148+03";"2016-12-21 01:54:46.801+03"
"145292829";"45000196271";"45433";"2016-11-02 06:36:08.904+03";"2016-12-21 01:54:48.431+03"
"147015940";"45000197546";"45435";"2016-11-03 08:52:16.784+03";"2016-11-16 17:01:28.651+03"
"147497907";"45000200354";"45436";"2016-11-07 12:20:09.801+03";"2016-11-16 17:01:39.587+03"
"147348074";"45000200590";"45437";"2016-11-07 14:17:58.4+03";"2018-05-10 11:57:50.796+03"
"147563332";"45000200859";"45438";"2016-11-07 16:31:18.831+03";"2018-07-18 13:45:44.935+03"
"135030987";"45000202183";"45439";"2016-11-08 16:26:21.934+03";"2018-07-19 07:54:43.183+03"
"147815181";"45000202422";"45440";"2016-11-08 19:02:47.958+03";"2016-11-16 17:01:53.04+03"
"147846614";"45000202614";"45441";"2016-11-08 21:54:07.252+03";"2018-12-28 10:56:16.025+03"
"147884412";"45000202820";"45442";"2016-11-09 08:47:22.456+03";"2020-08-04 18:36:51.196+03"
"142569326";"45000204959";"45443";"2016-11-10 16:52:10.478+03";"2016-11-16 17:02:17.146+03"
"148432369";"45000206144";"45444";"2016-11-11 23:35:51.791+03";"2018-07-18 13:41:01.184+03"
"148665267";"45000207268";"45445";"2016-11-14 11:31:06.735+03";"2016-11-16 17:02:45.57+03"
"148687727";"45000207437";"45446";"2016-11-14 13:25:48.461+03";"2016-11-16 17:02:46.536+03"
"148740595";"45000207816";"45447";"2016-11-14 17:42:48.6+03";"2018-08-10 08:34:34.895+03"
"149060262";"45000209578";"45448";"2016-11-16 10:47:36.717+03";"2016-11-16 17:02:59.792+03"
"137842227";"45000209931";"45449";"2016-11-16 14:12:32.601+03";"2016-11-16 17:03:00.931+03"
"149159293";"45000210199";"45450";"2016-11-16 16:41:48.929+03";"2016-11-16 17:03:02.313+03"
"149168174";"45000210274";"45451";"2016-11-16 17:36:41.273+03";"2016-11-16 17:36:42.906+03"
"146769765";"45000211234";"45500";"2016-11-17 14:30:07.656+03";"2016-11-17 14:30:13.726+03"
"149473539";"45000212218";"45519";"2016-11-18 12:56:58.461+03";"2016-11-18 12:57:03.85+03"
"149498442";"45000212356";"45526";"2016-11-18 14:31:26.293+03";"2016-11-18 14:31:28.201+03"
"149789676";"45000214127";"45543";"2016-11-21 09:17:14.607+03";"2016-11-21 09:17:17.065+03"
"149834599";"45000214431";"45557";"2016-11-21 12:48:03.087+03";"2018-08-02 09:49:14.465+03"
"149874711";"45000214670";"45581";"2016-11-21 15:32:52.419+03";"2020-07-09 16:54:15.659+03"
"150094030";"45000216069";"45623";"2016-11-22 15:47:34.955+03";"2017-11-15 07:55:36.547+03"
"147997463";"45000216909";"45632";"2016-11-23 11:10:54.44+03";"2019-01-11 19:49:48.479+03"
"150244495";"45000216931";"45633";"2016-11-23 11:19:10.712+03";"2017-02-13 06:43:58.717+03"
"149919085";"45000217605";"45644";"2016-11-23 19:14:54.31+03";"2019-03-21 16:08:03.485+03"
"150412508";"45000217914";"45646";"2016-11-24 07:43:53.229+03";"2018-08-23 13:45:52.767+03"
"149702226";"45000218297";"45699";"2016-11-24 13:17:20.008+03";"2016-11-30 17:01:55.614+03"
"150494684";"45000218387";"45716";"2016-11-24 14:13:39.556+03";"2017-08-28 16:27:16.14+03"
"149773666";"45000218724";"45720";"2016-11-24 18:53:34.201+03";"2019-08-09 17:51:45.039+03"
"149704533";"45000219027";"45721";"2016-11-25 06:42:39.007+03";"2016-11-25 06:42:42.051+03"
"140128101";"45000219978";"45761";"2016-11-25 21:24:51.579+03";"2017-11-22 13:54:54.223+03"
"150873599";"45000220604";"45762";"2016-11-27 11:05:49.108+03";"2016-11-27 11:05:54.206+03"
"148745622";"45000220812";"45763";"2016-11-27 18:37:42.489+03";"2019-05-05 16:18:51.344+03"
"151033891";"45000221532";"45803";"2016-11-28 14:23:06.843+03";"2018-09-18 09:17:28.255+03"
"151252116";"45000223046";"45806";"2016-11-29 15:34:34.188+03";"2018-08-09 10:54:19.58+03"
"151319409";"45000223391";"45807";"2016-11-29 20:28:25.143+03";"2016-11-29 20:28:26.894+03"
"151393909";"45000223747";"45831";"2016-11-30 09:59:34.031+03";"2017-01-25 13:17:55.1+03"
"151394515";"45000223753";"45832";"2016-11-30 10:02:13.184+03";"2017-01-25 13:25:02.481+03"
"151891713";"45000226615";"45954";"2016-12-02 15:02:14.749+03";"2019-05-15 13:21:33.337+03"
"151133811";"45000226934";"45956";"2016-12-02 21:30:19.135+03";"2017-11-22 10:32:19.248+03"
"151974757";"45000227048";"45957";"2016-12-03 08:28:23.195+03";"2019-08-13 08:36:48.263+03"
"152249901";"45000228693";"45995";"2016-12-05 16:51:44.055+03";"2016-12-05 16:51:49.612+03"
"152631620";"45000230991";"46053";"2016-12-07 12:40:09.755+03";"2016-12-07 12:40:12.408+03"
"152646559";"45000231083";"46057";"2016-12-07 13:38:17.77+03";"2016-12-07 13:38:20.77+03"
"152689704";"45000231401";"46060";"2016-12-07 16:36:06.372+03";"2017-04-10 19:56:32.674+03"
"152719721";"45000231640";"46061";"2016-12-07 19:59:38.569+03";"2016-12-07 19:59:41.267+03"
"152806940";"45000232447";"46082";"2016-12-08 12:48:02.5+03";"2018-06-27 09:30:39.827+03"
"152568956";"45000233298";"46100";"2016-12-09 06:52:57.806+03";"2017-01-26 08:22:51.988+03"
"153014906";"45000233638";"46132";"2016-12-09 12:18:21.294+03";"2018-06-05 14:30:47.853+03"
"152714966";"45000233972";"46134";"2016-12-09 16:36:57.778+03";"2018-06-27 06:23:57.982+03"
"153108959";"45000234197";"46135";"2016-12-09 21:21:29.568+03";"2016-12-09 21:21:34.367+03"
"153362925";"45000235992";"46181";"2016-12-12 14:59:26.784+03";"2016-12-12 14:59:31.596+03"
"153493057";"45000237206";"46221";"2016-12-13 13:55:18.464+03";"2018-05-11 05:47:41.142+03"
